a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u
51,अकाण्डे,"अप्रत्याशित रूप से, एकाएक, सहसा, दर्भाकुरेण चरणः क्षत इत्यकांडे तन्वीस्थिता कतिचिदेव पदानि गत्वा -"
52,अकाम,"इच्छा, राग या प्रेम से मुक्त","अनिच्छुक, अनभिलाषी","प्रेम से अप्रभावित, प्रेम की अधीनता से मुक्त -","अचेतन, अनभिप्रेत"
53,अकामतः,"अनिच्छापूर्वक, बेमन से, बिना इरादे के, अनजानपन में, इतरए कृतवंतस्तु पापान्येतान्यकामतः -"
54,अकाय,"शरीररहित, अशरीरी",राहु की एक उपाधि,परब्रह्म की उपाधि
55,अकारण,"कारणरहित, निराधार, स्वतः-स्फूर्त"
56,अकारणम्,"कारण प्रयोजन या आधार का अभाव, किमकारणमेव दर्शनं विलपन्त्यै रतये न दीयते -","बिना कारण के, संयोगवश, व्यर्थ"
57,अकारणात्,"बिना कारण के, संयोगवश, व्यर्थ"
58,अकारणे,"बिना कारण के, संयोगवश, व्यर्थ"
59,अकार्य,अनुपयुक्त
60,अकार्यम्,"अनुचित या बुरा काम, अपराधपूर्ण कार्य"
61,अकाल,"असामयिक, प्राक्कालिक"
62,अकालः,"गलत समय, अशुभ या कुसमय, अनुपयुक्त समय, अत्यारूढो हि नारीणामकालज्ञो मनोभवः -"
63,अकिञ्चन,"जिसके पास कुछ भी न हो, बिल्कुल गरीब, नितांत निर्धन, अकिंचनः सन् प्रभवः स सम्प्रदानम्-"
64,अकिञ्चिज्ज्ञ,"कुछ न जानने वाला, निपट अज्ञानी, -"
65,अकिञ्चित्कर,"अर्थहीन, परतंत्रमिदमकिञ्चित्करं च -","भोला, सीधा"
66,अकुण्ठ,"जो ठंठा न हो, जिसकी गति अबाध हो, आशस्त्रग्रहणादकुंठपरशोः-","प्रबल, काम करने योग्य",स्थिर,अत्यधिक
67,अकुतः,"कहीं से नहीं, इसका प्रयोग के व ल समस्त पदों में होता है"
68,अकुप्यम्,"बिना खोट की धातु, सोना चाँदी",कोई भी खोट की धातु
69,अकुशल,"अशुभ, दुर्भाग्यग्रस्त",जो चतुर या होशियार न हो
70,अकुशलम्,"अमंगल, दुर्भाग्य"
71,अकूपारः,समुद्र,सूर्य,कछुआ,कछुओं का राजा जिस पर पृथ्वी का भार है,पत्थर या चट्टान
72,अकृच्छ्र,कठिनाई से मुक्त
73,अकृच्छ्र्म्,"कठिनाई का अभाव, सरलता, सुविधा"
74,अकृत,जो किया न गया हो,गलत या भिन्न तरीके से किया गया,"अधूरा, जो तैयार न हो जैसे रसोई",अनिर्मित,जिसने कोई काम न किया हो,"अपक्व, कच्चा"
75,अकृता,जो बेटी होने पर भी बेटी न मानी जाकर पुत्रों के समकक्ष समझी जाय
76,अकृतम्,"कार्य जो किया न गया हो, काम का न किया जाना, जो काम कभी सुना न गया हो"
77,अकृष्ट,जो जोता न गया हो
78,अक्का,"माता, माँ"
79,अक्त,"सना हुआ, अभिषिक्त, इसका प्रयोग सामान्यतः समस्त पदों में होता है जैसे 'घृताक्त'"
80,अक्ता,रात
81,अक्त्रम्,"कवच, वर्मन्"
82,अक्रम,अव्यवस्थित
83,अक्रमः,"क्रम या व्यवस्था का अभाव, गड़बड़ी, अनियमितता",औचित्य का उल्लंघन
84,अक्रिय,"क्रिया शून्य, सुस्त"
85,अक्रिया,"क्रियाशून्यता, कर्त्तव्य की उपेक्षा"
86,अक्रूर,जो निर्दय न हो
87,अक्रूरः,एक यादव जो कृष्ण का मित्र और चाचा था
88,अक्रोध,क्रोध रहित
89,अक्रोधः,क्रोध का अभाव या उसका दमन
90,अक्लिष्ट,"न थका हुआ, क्लेश रहित, अनथक","जो बिगड़ा न हो, अविकल -"
91,अक्ष्,पहुँचना,"व्याप्त होना, पैठना",संचित होना
92,अक्षः,"धुरी, धुरा",गाड़ी के बीच में लगा लकड़ी का वह भाग जिसमें लोदे या लकड़ी की वह छड़ फंसाई हुई होती है जिस पर पहिया चलता है,"गाड़ी, छकड़ा, पहिया",तराजू की डंडी,भौमिक अक्षांश,"चौसर, चौसर का पासा",रुद्राक्ष,कर्ष नामक १६ माशे की एक तोल,बहेड़े का पौधा विभीतक,साँप,गरुड़,आत्मा,ज्ञान,"कानूनी कार्य विधि, मुकदमा",जन्मांध
93,अक्षम्,"इन्द्रिय, इन्द्रिय-विषय",सामुद्रिक लवण,नीला थोथा
94,अक्षणिक,"स्थिर, दृढ़, जो चंचल न हो, जो थोड़ी देर रहने वाला न हो दृढ़तापूर्वक जमा हुआ, ताक लगाने या टकटकी के समान"
95,अक्षत,"जिसे चोट न लगी हो, त्वमनंगः कथमक्षता रतिः-","जो टूटा न हो, सम्पूर्ण, अविभक्त"
96,अक्षतः,शिव,कूट-फटक कर धूप में सूखाए गए चावल
97,अक्षताः,"अनटूटा अनाज, सब प्रकार के धार्मिक उत्सवों में काम आने वाले पिछोड़े, कूटे तथा जल से धोए हुए चावल, साक्षातपात्रहस्ता -","जौ, यव"
98,अक्षतम्,"धान्य, किसी भी प्रकार का अनाज",हिजड़ा पुं* अक्षतः भी
99,अक्षता,कुमारी कन्या
100,अक्षम,"अयोग्य, असमर्थ, असहिष्णु, अधीर, -"
101,अक्षमा,"अधैर्य, ईर्ष्या","क्रोध, आवेश"
102,अक्षय,"जिसका नाश न हो, अनश्वर, अचूक, त्रिसाधनाशक्तिरिवार्थमक्षयम् -"
103,अक्षय्य,"जो क्षय न हो सके, अविनाशी, तपः षड्भागमक्षय्यं ददत्यारण्यका हि नः -"
104,अक्षर,"अविनाशी, अनश्वर, -","स्थिर, दृढ़"
105,अक्षरः,शिव,विष्णु
106,अक्षरम्,"वर्णमाला का एक अक्षर, त्र्यक्षर आदि, अक्षराणामकारोऽस्मि -",कोई एक ध्वनिएकाक्षरं परं ब्रह्म -,"एक या अनेक वर्ण, समष्टि रूप से भाषाप्रतिषेधाक्षरविक्लवाभिरामम् -","दस्तावेज, लिखावट","अविनाशी, आत्मा, ब्रह्म",पानी,आकाश,"परमानन्द, मोक्ष"
107,अक्षरकम्,"स्वर, अक्षर"
108,अक्षरशः,"एक-एक अक्षर करके, वीप्सार्थे","शब्दशः, शब्द शब्द करके"
109,अक्षवती,"खेल, पासे द्वारा खेल, जुए का खेल"
110,अक्षान्तिः,"अहिष्णुता, स्पर्धा, ईर्ष्या"
111,अक्षार,कृत्रिम लवणरहित
112,अक्षारः,प्राकृतिक लवण
113,अक्षि,"आँख, अक्षिणी, अक्षिणि, अक्ष्णा, अक्ष्णः आदि",दो की संख्या
114,अक्षुण्ण,"न टूटा हुआ, अखण्ड","अविजित, सफलअक्षुण्णोऽनुनय़ः -","जो कूटा पीटा न गया हो, असाधारण -"
115,अक्षेत्र,"खेतों से रहित, बिना जुता हुआ"
116,अक्षेत्रम्,खराब खेत,"बुरा विद्यार्थी, कुपात्र आलं*"
117,अक्षोटः,अखरोट
118,अक्षोभ्यः,"स्थिर, धीर, -"
119,अक्षौहिणी,"पूरी चतुरंगिणी सेना जिसमें २१८७० रथ, २१८७० हाथी, ६५६१० घोड़े तथा १०९३५० पदाति हों"
120,अखण्ड,"जो टूटा न हो, सम्पूर्ण, समस्त, अखंडं पुण्यानां फलमिव -"
121,अखण्डम्,"निरन्तर, अविराम"
122,अखण्डन,"जो टूटा न हो, टूट न सके, पूरा, संपूर्ण"
123,अखण्डनम्,"न टूटना, निराकरण न करना"
124,अखण्डनः,समय
125,अखण्डित,न टूटा हुआ,"विघ्नरहित, बाधारहित"
126,अखर्व,"जो बौना या छोटे कद का न हो, जिसकी शारीरिक वृद्धि न रुकी हो","अनल्प, बड़ाअखर्वेण गर्वेण विराजमानः -"
127,अखात,"न खुदा हुआ, न दफनाया हुआ"
128,अखातः,प्राकृतिक झील
129,अखातम्,मंदिर के सामने का पोखर
130,अखिल,"सम्पूर्ण, समस्त, पूरा, एतद्धि मत्तोऽधिजगे सर्वमेषोऽखिलं मुनिः -"
131,अखिलेन,पूर्ण रूप से,"भूमि जो परत की न हो, जुती हुई हो"
132,अखेटिकः,वृक्ष-मात्र,शिकारी कुत्ता
133,अख्याति,"अपकीर्ति, अपयश"
134,अग्,"सर्पिल गति से जाना, टेढ़े मेढ़े चलना","जाना अंगति, आंगीत्-आदि"
135,अग,"चलने में असमर्थ, अगम्य"
136,अगः,वृक्ष,"पहाड़, पत्थर",साँप,सूर्य,सात की संख्या
137,अगच्छ,न जाने वाला
138,अगच्छः,वृक्ष
139,अगतिः,"आश्रय या उपाय का अभाव, आवश्यकता",प्रवेश न होना शा* और आलं*
140,अगतिक,"निस्सहाय, निरुपाय, निराश्रय, बालमेनामगतिमादाय -"
141,अगतीक,"निस्सहाय, निरुपाय, निराश्रय"
142,अगद,"नीरोग, स्वस्थ, रोगरहित"
143,अगदः,"औषधि, दवाई",स्वास्थ्य,विषहरण विज्ञान
144,अगदङ्कारः,"वैद्य, चिकीत्सक"
145,अगम्य,"दुर्गम, न जाने योग्य, पहुँच के बाहर, -","अकल्पनीय, अबोध्ययाः संपदस्ता मनसोप्यगम्याः-"
146,अगम्या,"वह स्त्री जिसके पास मैथुन के लिए जाना उचित नहीं, एक नीची जाति, गमनं चैव जातिभ्रंशकराणि वा इत्यादि"
147,अगरु,अगर - एक प्रकार का चन्दन
148,अगस्तिः,कुम्भज' एक् प्रसिद्ध ऋषि का नाम,एक नक्षत्र का नाम
149,अगस्त्यः,कुम्भज' एक प्रसिद्ध ऋषि का नाम,एक नक्षत्र का नाम,अगस्ति
150,अगाध,"अथाह, बहुत गहरा, अतल गम्भीर, सविवेक, अबोध्य, अगाध-सलिलात्समुद्रात् -"
151,अगाधः,गहरा छेद या दरार
152,अगाधम्,गहरा छेद या दरार
153,अगारम्,"घर, शून्यानि चाप्यगाराणि -"
154,अगिरः,स्वर्ग
155,अगुण,"निर्गुण, परमात्मा के संबंध में",जिसमें अच्छे गुण न हों गुणहीनअगुणोऽयमशोकः -
156,अगुणः,"दोष, अवगुण"
157,अगुरु,"जो भारी न हो, हल्का",लघु छन्द में,जिसका कोई शिक्षक न हो
158,अगुरुः,"अगर की सुगन्धित लकड़ी और पेड़, नपुं* अगुरु भी"
159,अगृहः,"बिना घर बार का घुमक्कड़, साधु"
160,अगोचर,"जो इन्द्रियों के द्वारा प्रत्यक्ष न हो, अस्पष्ट, वामगोचरां हर्षावस्थामस्पृशत् -"
161,अगोचरम्,अतीन्द्रिय,"अदृश्य, अज्ञेय",ब्रह्म
162,अग्नायी,"अग्नि की पत्नी, अग्नि देवी, स्वाहा",त्रेता युग
163,अग्निः,"आग, कोपाग्नि, चिताग्नि",आग का देवता,"तीन प्रकार की यज्ञीय अग्नि - गार्हपत्य, आहवनीय और दक्षिण","जठराग्नि, पाचनशक्ति",पित्त,सोना,"तीन की संख्या द्वन्द्व समास में जबकि प्रथम पद में देवताओं के नाम या विशिष्ट शब्द हों तो 'अग्नि' के स्थान पर् 'अग्ना' हो जाता है जैसे अग्नाविष्णु, अग्नामरुतौ; अग्नि के स्थान पर 'अग्नी' भी हो जाता है जैसे अग्नीपर्जन्यौ, अग्नीवरुणौ, अग्नीषोमौ"
164,अग्निसात्,"अग्नि की दशा तक, न चकार शरीरमग्न्सात्-"
165,अग्र,"प्रथम, सर्वोपरि, मुख्य, सर्वोत्तम, प्रमुख",अत्यधिक
166,अग्रम्,"सर्वोपरि स्थल या उच्चतम बिन्दु, विप*- मूलम्, मध्यम्"
167,नासिकाग्रम्,"चोटी, शिखर, सतह, कैलासाग्रम्, पर्वताग्रम् आदि"
168,अग्रम्,सामने,किसी भी प्रकार में सर्वोत्तम,"लक्ष्य, उद्देश्य",आरम्भ,"आधिक्य, अतिरेक समस्त पदों में जब यह प्रथम पद के रूप में प्रयुक्त होता है तो इसका अर्थ होता है - 'पूर्वभाग', 'सामने', 'नोंक' आदि; उदा*- अग्र-पादः-चरणः"
169,अग्रतः,"सामने, के आगे, के ऊपर, आगे, संबन्ध कारक के साथ",की उपस्थिति में,प्रथम
170,अग्रिम,"प्रथम, प्रमुख, मुख्य, क्रम श्रेणी आदि में","बड़ा, ज्येष्ठ"
171,अग्रिमः,बड़ा भाई
172,अग्रिय,प्रमुख आदि
173,अग्रियः,बड़ा भाई
174,अग्रीय,"प्रमुख, सर्वोत्तम","प्रथम, प्रमुख, मुख्य क्रम श्रेणी आदि में","बड़ा, ज्येष्ठ"
175,अग्रे,"के सामने, पहले, काल और देश वाचक",की उपस्थिति में,के ऊपर,बाद मेंफलतः एवमग्रेऽपि द्रष्टव्यम् आदि,"सबसे पहले, पहले",औरों से पहले
176,अग्र्य,"प्रमुख, सर्वोत्तम, उत्कृष्ट, सर्वोच्च, प्रथम, अधिकरण के साथ भी, तदङ्गमग्र्यं मघवन् महाक्रतोः -"
177,अग्र्यः,बड़ा भाई
178,अघ्,"बुरा करना, पाप करना",जाना,आरंभ करना,शीघ्रता करना,धमकाना
179,अघम्,"पाप, अघं मर्षण आदि, अघौघविध्वंसविधौ पटीयसीः-","कुकृत्य, अपराध, दोष -","अपकृत्य, दुर्घटना, विपत्तिक्रियादधानां मघवा विघातम् -",अपवित्रता अशौचं,"व्यथा, कष्ट"
180,अघः,"एक राक्षस का नाम, बक और पूतना का भाई जो कंस के यहां मुख्य सेनापति था"
181,अघर्म,"जो गरम न हो, ठंडा"
182,अघोर,"जो भयानक न हो, भीषण न हो"
183,अघोरः,शिव या शिव का कोई रूप जिसमें अघोर = घोर हो
184,अघोष,"ध्वनिहीन, निःशब्द"
185,अघोषः,"प्रत्येक वर्ग के दो प्रथम दो अक्षर, श, ष, तथा स"
186,अङ्क्,टेढ़ा-मेढ़ा चलना,"चिह्नित करना, छाप लगानास्वनामधेयाङ्कित -",गिनना,"धब्बा लगाना, कलङ्कित करनातत्को नाम गुणो भवेत्सुगुणिनां यो दुर्जनैर्नाङ्कितः -","चलना, इठलाना, जाना"
187,अङ्कः,"गोद, अङ्काद्ययावङ्कमुदीरिताशीः -","चिह्न, संकेत, धब्बा, लांछन, कलङ्क, दागअलक्तकाङ्कां पदवीं ततान -","अङ्क, संख्या, ९ की संख्या","पार्श्व, पक्ष, सान्निध्य, पहुँचसमुत्सुकेवाङ्कमुपैति सिद्धिः -",नाटक का एक खंड,कँटिया या मुड़ा हुआ उपकरण,"नाट्य-रचना का एक प्रकार, रूपक के दस भेदों में से एक दे* सा* द* ५१९","पंक्ति, मुड़ी हुई पंक्ति, सामान्यतः एक मोड़, भुजा में मोड़"
188,अङ्कनम्,"चिह्न, प्रतीक",चिह्नित करने की क्रिया,"चिह्न लगाने के साधन, मुहर लगाना आदि"
189,अङ्कतिः,हवा,अग्नि,ब्रह्मा,वह ब्राह्मण जो अग्निहोत्र करता है
190,अञ्चतिः,हवा,अग्नि,ब्रह्मा,वह ब्राह्मण जो अग्निहोत्र करता है
191,अङ्कुटः,"ताली, कुंजी"
192,अङ्कुरः,"अंखुवा, किसलय, कोंपल, नुकीली दाढ़, कलम, संतान, प्रजा, दर्भाङ्कुरेण चरणः क्षतः -",पानी,रुधिर,बाल,"रसौली, सूजन"
193,अङ्कुरित,"नवपल्लवित, उत्पन्न, मानों काम ने किसलय पैदा कर् दिये हैं, अङ्कुरितं मनसिजेनेव -"
194,अङ्कुशः,"काँटा या हाँकने की छ्ड़ी, नियंत्रक, संशोधक, प्रशासक, निदेशक, दबाव या रोक, लोहे का  आलं*  'निरङ्कुशाः कवयः', कवि नियंत्रण से मुक्त होते हैं या उन पर कोई बन्धन नहीं होता"
195,अङ्कुशित,अङ्कुश से हांका गया
196,अङ्कुशिन्,अङ्कुश रखने वाला
197,अङ्कूरः,"अंखुवा, अङ्कुर"
198,अङ्कूषः,"काँटा या हाँकने की छ्ड़ी, नियंत्रक, संशोधक, प्रशासक, निदेशक, दबाव या रोक"
199,अङ्कोटः,पिस्ते का वृक्ष
200,अङ्कोठः,पिस्ते का वृक्ष
201,अङ्कोलः,पिस्ते का वृक्ष
202,अङ्कोलिका,आलिंगन
203,अङ्क्य,"दागने योग्य, चिह्नित या अंकित करने योग्य"
204,अङ्क्यः,एक प्रकार का ढोल या मृदंग
205,अङ्ख्,पेट के बल सरकना,चिपटना,रोकना
206,अङ्ग,"जाना, चलना","चलना, चक्कर काटना",चिह्न लगाना,"संबोधक अव्यय, जिसका अर्थ है अच्छाअङ्ग कच्चित्कुशली तातः-"
207,अङ्गम्,शरीर,अंग या शरीर का अवयवशेषाङ्गनिर्माण विधौ विधातुः-,"किसी संपूर्ण वस्तु का प्रभाग या विभाग, एक खण्ड या अंश जैसे सप्ताङ्गं राज्यम् - चतुरङ्गं बलम्, अतः","संपूरक या सहायक खण्ड, पूरक","अवयव, सारभूत घटकतदङ्गमग्रयं मघवन् महाक्रतोः -","विशेषणात्मक या गौणभाग, गौण, सहायक या आश्रित अंगअङ्गी रौद्ररसस्तत्र सर्वेऽङ्गानि रसाः पुनः-",सहायक साधन या युक्ति,शब्द का मूल रूप व्याक*,नाटकों में पांचों सन्धियों के उपभाग,गौण लक्षणों से युक्त समस्त शरीर,छः की संख्या के लिए आलंकारिक कथन,मन
208,अङ्गाः,"एक देश का नाम, उस देश के वासी, यह प्रदेश बंगाल के वर्तमान भागलपुर के आस पास स्थित है"
209,अङ्गकम्,"अङ्ग, अकृतमधुरैरम्बाना मे कुतूहलमङ्गकैः -",शरीर -
210,अङ्गणम्,"जाना, चलना आदि, दे* अङ्गनम्"
211,अङ्गतिः,"सवारी, यान, स्त्री* भी",अग्नि,ब्रह्मा,अग्निहोत्री ब्राह्मण
212,अङ्गदम्,"आभूषण, कंकण जो कोहनी के ऊपर भुजा में पहना जाता है, बाजूबन्द, तप्तचामीकराङ्गदः-"
213,अङ्गदः,किष्किंधा के वानरराज बालि का पुत्र,ऊर्मिला से उत्पन्न लक्ष्मण का पुत्र -
214,अङ्गनम्,"टहलने का स्थान, आंगन, चौक, सहन, बगड़, अङ्गनं-भुवः केसरवृक्षस्य-",सवारी,"जाना, चलना आदि"
215,अङ्गणम्,"टहलने का स्थान, आंगन, चौक, सहन, बगड़",सवारी,"जाना, चलना आदि"
216,अङ्गना,"स्त्रीमात्र, नृपाङ्गना, गजाङ्गना, हरिणाङ्गना",सुन्दर स्त्री,कन्या राशि ज्यो*
217,अङ्गस्,पक्षी
218,अङ्गारः,"कोयला, उष्णो दहतिचाङ्गारः शीतः कृष्णायते करम् -",मंगल ग्रह
219,अङ्गारम्,लाल रंग
220,अङ्गारकः,"कोयला, अङ्गारकम्*",मंगल ग्रहअङ्गारकविरुद्धस्य प्रक्षीणस्य बृहस्पतेः -,मंगलवार
221,अङ्गारकम्,एक छोटी चिंगारी
222,अङ्गारकित,"झुलसा हुआ, भूना हुआ"
223,अङ्गारिः,"कांगड़ी, अंगीठी"
224,अङ्गारिका,कांगड़ी,गन्ने की पोरी,किंशुक वृक्ष की कली
225,अङ्गारिणी,छोटी अंगीठी,लता
226,अङ्गारित,"झुलसा हुआ, भुना हुआ, अधजला"
227,अङ्गारितः,पलाश वृक्ष की कली
228,अङ्गारितम्,पलाश वृक्ष की कली
229,अङ्गारिता,"अंगीठी, कांगड़ी",कली,लता
230,अङ्गारीय,कोयला तैयार करने की सामग्री
231,आङ्गिका,"चोली, अंगिया"
232,अङ्गिन्,"शारीरिक, देहधारी, धर्मार्थकाममोक्षाणामवतार इवाङ्गवान् -","गौण अंगों वाला, मुख्य, प्रधानये रसस्यांगिनो धर्माः, एक एव भवेदङ्गी श्रृङ्गारो वीर एव वा -"
233,अङ्गिरः,"ऋग्वेद के अनेक सूक्तों का द्रष्टा एक प्रसिद्ध ऋषि, अंगिरा ऋषि की सन्तान, ब* व*"
234,अङ्गिरस्,"ऋग्वेद के अनेक सूक्तों का द्रष्टा एक प्रसिद्ध ऋषि, अंगिरा ऋषि की सन्तान"
235,अङ्गीकरणम्,स्वीकृति,"सहमति, प्रतिज्ञा, जिम्मेदारी आदि"
